# generated by zuna-rs fif_to_csv
# sfreq=256 n_channels=12 n_samples=3840
timestamp,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8
3.382812500e0,2.352772390e-5,1.761846397e-5,9.211252291e-6,7.412012565e-6,1.306687864e-5,-2.227000186e-5,2.586714800e-5,2.600505286e-5,2.818580833e-5,2.564681927e-5,1.878745388e-5,2.409295121e-5
3.386718750e0,2.287639290e-5,1.388486635e-5,7.932879271e-6,5.647247235e-6,1.299768792e-5,-2.225895696e-5,2.639441482e-5,2.684177161e-5,2.806590965e-5,2.583346395e-5,2.015880455e-5,2.352928095e-5
3.390625000e0,2.765216414e-5,2.041025255e-5,1.144972975e-5,1.024073481e-5,1.538974539e-5,-2.461093027e-5,2.800860057e-5,2.554774437e-5,3.089932216e-5,2.702269740e-5,1.921314288e-5,2.168870196e-5
3.394531250e0,2.644085180e-5,2.218345253e-5,1.189547947e-5,1.145547321e-5,1.796648758e-5,-2.677296288e-5,3.163399379e-5,2.219647649e-5,3.622124132e-5,2.641093306e-5,1.861377496e-5,2.055237746e-5
3.398437500e0,2.155048242e-5,1.872569555e-5,8.875938875e-6,7.984260264e-6,1.715570579e-5,-2.602856330e-5,3.175875463e-5,2.318363113e-5,3.694637780e-5,2.256632979e-5,1.828580753e-5,1.861818237e-5
3.402343750e0,1.857578536e-5,1.515804706e-5,5.453750418e-6,4.218265076e-6,1.476103625e-5,-2.416582720e-5,2.861386020e-5,2.673563540e-5,3.356014713e-5,2.563350790e-5,1.599877396e-5,1.798484482e-5
3.406250000e0,2.076315104e-5,1.750350384e-5,9.140680959e-6,8.707595043e-6,1.546587191e-5,-2.445133578e-5,2.702924758e-5,2.454016430e-5,3.276180360e-5,2.221169962e-5,1.700127905e-5,1.745651571e-5
3.410156250e0,2.234633394e-5,2.003505870e-5,8.333675396e-6,1.149896707e-5,1.709034586e-5,-2.607694114e-5,2.752476757e-5,2.134470924e-5,3.266552812e-5,2.203899567e-5,1.864069600e-5,1.953156061e-5
3.414062500e0,2.287289499e-5,2.071307426e-5,6.892357305e-6,9.542678526e-6,1.729320502e-5,-2.653572119e-5,2.805878830e-5,2.110666901e-5,3.332461347e-5,1.876793976e-5,1.989644079e-5,2.096638855e-5
3.417968750e0,1.843454629e-5,1.579998752e-5,7.622172689e-6,2.945737151e-6,1.716410225e-5,-2.669263995e-5,2.882379340e-5,2.274226608e-5,3.429082062e-5,2.036112710e-5,2.183481229e-5,1.713007259e-5
3.421875000e0,2.002546898e-5,1.944251926e-5,1.022511969e-5,6.936959835e-6,1.764394437e-5,-2.691551526e-5,3.062765245e-5,2.192023749e-5,3.715779894e-5,2.069661241e-5,2.352223055e-5,1.969872574e-5
3.425781250e0,2.495495028e-5,2.395908268e-5,1.532503302e-5,1.324126242e-5,1.787502879e-5,-2.714240509e-5,3.037760689e-5,1.934302782e-5,3.672391904e-5,2.114273593e-5,2.655560638e-5,2.331659016e-5
3.429687500e0,2.828406105e-5,2.517684879e-5,1.660111229e-5,1.308890933e-5,1.768667607e-5,-2.700734149e-5,3.016142364e-5,2.090882299e-5,3.876936898e-5,2.576521729e-5,3.065629426e-5,2.551625403e-5
3.433593750e0,2.857749678e-5,2.111781760e-5,1.327093560e-5,6.704875432e-6,1.768055336e-5,-2.675775795e-5,2.844608025e-5,2.301108361e-5,3.409204146e-5,2.557377229e-5,3.311728506e-5,2.371239134e-5
3.437500000e0,2.801093251e-5,2.327294351e-5,1.362081002e-5,7.849910617e-6,1.858274845e-5,-2.806866360e-5,2.884648529e-5,2.352650881e-5,3.359849870e-5,2.454781315e-5,3.175319944e-5,2.531468635e-5
3.441406250e0,3.141347042e-5,2.854809645e-5,1.726311712e-5,1.589485146e-5,1.794115451e-5,-2.734051122e-5,2.825529009e-5,2.386029337e-5,3.402974471e-5,2.785470679e-5,3.026031663e-5,2.779658826e-5
3.445312500e0,3.251846647e-5,2.789083919e-5,1.887147482e-5,1.824600440e-5,1.837500895e-5,-2.758145638e-5,2.638481783e-5,1.881386379e-5,2.914316065e-5,1.813215931e-5,3.097708031e-5,2.763802877e-5
3.449218750e0,2.678658348e-5,2.252191916e-5,1.653596519e-5,1.202930434e-5,1.797065670e-5,-2.700836194e-5,2.760925418e-5,2.252220838e-5,3.025131991e-5,2.064281944e-5,2.857025720e-5,2.434561975e-5
3.453125000e0,2.508544640e-5,2.025294634e-5,1.156045255e-5,6.996145203e-6,1.751316449e-5,-2.698019307e-5,2.874704660e-5,2.614508958e-5,3.282583930e-5,2.496446177e-5,2.961114660e-5,2.091555871e-5
3.457031250e0,3.421630754e-5,2.362693522e-5,1.683774826e-5,1.267962671e-5,1.847627755e-5,-2.761284122e-5,2.969524940e-5,2.357778249e-5,3.459725485e-5,2.366595982e-5,3.501179162e-5,2.162110104e-5
3.460937500e0,3.747356095e-5,2.522753130e-5,2.153708920e-5,1.387051452e-5,1.906106991e-5,-2.829794357e-5,3.270759407e-5,2.306808892e-5,4.080143844e-5,2.387150016e-5,3.698845467e-5,2.148617023e-5
3.464843750e0,3.412085061e-5,1.957542918e-5,1.786324174e-5,7.723066119e-6,1.897618677e-5,-2.812870480e-5,3.472090611e-5,2.559857967e-5,4.449273911e-5,2.940830746e-5,3.688891229e-5,1.753571269e-5
3.468750000e0,3.013663263e-5,1.695096398e-5,1.436955972e-5,2.887492428e-6,1.848870852e-5,-2.782857518e-5,3.435040708e-5,2.812806451e-5,4.307868585e-5,3.215589459e-5,3.482022294e-5,1.578100091e-5
3.472656250e0,3.299270247e-5,2.227180266e-5,1.637776768e-5,6.953798220e-6,1.807472472e-5,-2.766087164e-5,3.340071635e-5,2.917522033e-5,4.307935524e-5,3.362926509e-5,3.188740811e-5,1.609880383e-5
3.476562500e0,3.046663369e-5,2.048915121e-5,1.747198803e-5,9.624882296e-6,1.858215364e-5,-2.818904613e-5,3.453656609e-5,2.755580681e-5,4.616696970e-5,3.597671821e-5,2.876906728e-5,1.609225365e-5
3.480468750e0,3.030684275e-5,1.950351361e-5,1.733883619e-5,8.528583749e-6,1.860118027e-5,-2.752205546e-5,3.232979725e-5,2.606187081e-5,4.235808956e-5,3.213779564e-5,2.942999527e-5,1.496240839e-5
3.484375000e0,2.361324550e-5,1.338758466e-5,1.172169777e-5,4.294416613e-6,1.726811752e-5,-2.651507202e-5,3.145980008e-5,2.600351581e-5,4.150265158e-5,2.882529770e-5,2.454428250e-5,1.587170664e-5
3.488281250e0,2.100632264e-5,1.129955490e-5,1.222177525e-5,3.525135753e-6,1.809463174e-5,-2.738413423e-5,3.324055069e-5,2.711151865e-5,4.151625035e-5,2.855095045e-5,2.357600715e-5,1.210795381e-5
3.492187500e0,2.483381832e-5,1.724894537e-5,1.363699448e-5,1.027608050e-5,1.631535270e-5,-2.559143832e-5,3.170792843e-5,2.768681952e-5,3.983703937e-5,3.068067235e-5,2.187305472e-5,1.602831799e-5
3.496093750e0,2.836900967e-5,1.923060881e-5,1.350457205e-5,1.152371897e-5,1.435565264e-5,-2.375021359e-5,3.010355795e-5,2.994042006e-5,3.863480379e-5,3.300523531e-5,2.465636499e-5,2.016241706e-5
3.500000000e0,2.592448800e-5,1.667692050e-5,7.890777852e-6,5.951800631e-6,1.472657095e-5,-2.380764090e-5,2.997302545e-5,2.838253204e-5,3.736442886e-5,2.671835682e-5,2.570564175e-5,1.846686973e-5
3.503906250e0,2.399345067e-5,1.314723795e-5,4.698535577e-6,2.457348273e-6,1.462616729e-5,-2.399072036e-5,3.007013220e-5,3.063596523e-5,3.609086343e-5,3.055292109e-5,2.400127960e-5,1.492307092e-5
3.507812500e0,2.576940278e-5,1.965756564e-5,1.134518061e-5,8.674935088e-6,1.512448216e-5,-2.415473682e-5,2.930263508e-5,2.757367292e-5,3.584007936e-5,2.923409374e-5,2.319886698e-5,1.712463200e-5
3.511718750e0,2.601713095e-5,2.169643267e-5,1.276849162e-5,1.190719922e-5,1.550534398e-5,-2.447680527e-5,2.725095510e-5,2.495098306e-5,3.193578596e-5,2.703653627e-5,2.285035225e-5,2.067296737e-5
3.515625000e0,3.105861833e-5,2.374302312e-5,1.427500774e-5,9.095783753e-6,1.539352525e-5,-2.482236050e-5,2.609731200e-5,2.662908810e-5,3.000377728e-5,2.981645594e-5,2.648980990e-5,2.127501466e-5
3.519531250e0,3.049115730e-5,2.511975254e-5,1.284261452e-5,6.805597877e-6,1.568092739e-5,-2.502152529e-5,2.770331048e-5,3.051714884e-5,3.261602251e-5,3.485405978e-5,2.702178790e-5,2.273605787e-5
3.523437500e0,2.993245289e-5,2.742918150e-5,1.597888513e-5,1.219868227e-5,1.598644303e-5,-2.502421194e-5,2.890837095e-5,2.981820580e-5,3.520846803e-5,3.363392534e-5,2.730485176e-5,2.185593803e-5
3.527343750e0,3.256544369e-5,2.856294122e-5,1.780906314e-5,1.605262696e-5,1.654164225e-5,-2.608248542e-5,3.046136953e-5,2.873588346e-5,3.827672117e-5,3.197312617e-5,2.637490252e-5,2.450360080e-5
3.531250000e0,2.984071216e-5,2.469504579e-5,1.387656903e-5,1.293738933e-5,1.570661152e-5,-2.516855966e-5,2.949186455e-5,2.884363312e-5,3.585878221e-5,3.179282430e-5,2.570243123e-5,2.239806236e-5
3.535156250e0,2.520696944e-5,2.001612665e-5,9.896984920e-6,6.745062819e-6,1.587880251e-5,-2.499330003e-5,2.929280527e-5,2.999225217e-5,3.316612128e-5,3.124819341e-5,2.232635234e-5,1.824256287e-5
3.539062500e0,2.711734305e-5,2.358856364e-5,1.158516352e-5,1.190890998e-5,1.570949280e-5,-2.474146459e-5,2.811162267e-5,2.929855873e-5,3.186027243e-5,3.248312350e-5,2.274606049e-5,2.020967258e-5
3.542968750e0,3.122017733e-5,2.735107591e-5,1.453661935e-5,1.806200453e-5,1.550429624e-5,-2.468396451e-5,2.601457345e-5,2.626622154e-5,2.821412454e-5,3.037466013e-5,2.448368832e-5,2.378884528e-5
3.546875000e0,3.094735803e-5,2.828334618e-5,1.244186569e-5,1.826960761e-5,1.528548637e-5,-2.436451723e-5,2.647417386e-5,2.540456080e-5,3.056478454e-5,2.920688530e-5,2.539357229e-5,2.597757157e-5
3.550781250e0,2.608653995e-5,2.366926674e-5,7.962159543e-6,1.299091764e-5,1.408924345e-5,-2.331884025e-5,2.579216198e-5,2.888163363e-5,3.051090061e-5,3.277611177e-5,2.600309926e-5,2.545705138e-5
3.554687500e0,2.816837696e-5,2.543669325e-5,1.366297602e-5,1.416887517e-5,1.550870729e-5,-2.468595085e-5,2.795572618e-5,3.035884583e-5,3.049801307e-5,3.404768358e-5,3.125441071e-5,2.496163688e-5
3.558593750e0,3.527499575e-5,3.160017877e-5,1.987271935e-5,2.196978494e-5,1.768914080e-5,-2.700894402e-5,2.856674655e-5,2.512683568e-5,3.059656956e-5,2.780856266e-5,3.306035433e-5,2.979374949e-5
3.562500000e0,3.779507824e-5,3.358058530e-5,2.230865357e-5,2.335089994e-5,1.835234798e-5,-2.732716712e-5,2.761668475e-5,2.413059701e-5,2.933926407e-5,2.768911145e-5,3.472449680e-5,3.198861305e-5
3.566406250e0,3.353324428e-5,2.636207682e-5,1.860538578e-5,1.612389133e-5,1.842128040e-5,-2.735889029e-5,2.731524000e-5,2.624548142e-5,2.755055539e-5,2.637699436e-5,3.558993194e-5,3.027390812e-5
3.570312500e0,3.397277396e-5,2.611075070e-5,1.711929690e-5,1.360988790e-5,1.801401595e-5,-2.688751010e-5,2.896369551e-5,2.896246588e-5,3.084305354e-5,2.935980774e-5,3.698576256e-5,2.813159881e-5
3.574218750e0,3.264731276e-5,2.874156235e-5,1.852684909e-5,1.786402208e-5,1.794905438e-5,-2.737642717e-5,2.885727190e-5,2.620767555e-5,3.296398063e-5,2.910058902e-5,3.458477659e-5,2.760561620e-5
3.578125000e0,3.652100349e-5,3.064582052e-5,2.110008791e-5,1.936302942e-5,1.854369839e-5,-2.787300036e-5,2.897812556e-5,2.527293145e-5,3.409498458e-5,3.088425365e-5,3.612672299e-5,3.176248356e-5
3.582031250e0,3.696376734e-5,2.825544107e-5,2.061779924e-5,1.341130155e-5,1.958247412e-5,-2.874041820e-5,3.118992026e-5,3.037519673e-5,3.698588262e-5,3.677789937e-5,3.875956827e-5,2.790408689e-5
3.585937500e0,3.346475205e-5,2.463372221e-5,1.768633956e-5,9.881907317e-6,1.817029442e-5,-2.748760198e-5,2.876136932e-5,3.299654054e-5,3.042819844e-5,3.464184920e-5,3.664534597e-5,2.450420652e-5
3.589843750e0,3.401753565e-5,2.556278014e-5,1.986739699e-5,1.393144248e-5,1.853135109e-5,-2.785165816e-5,3.092808038e-5,3.262498649e-5,3.184499292e-5,3.557969831e-5,3.541813203e-5,2.297454739e-5
3.593750000e0,3.425370232e-5,2.740353739e-5,1.823483944e-5,1.677961882e-5,1.959994370e-5,-2.874347047e-5,3.119874236e-5,2.808464160e-5,3.273740003e-5,3.322682824e-5,3.262629252e-5,2.355256765e-5
3.597656250e0,3.360825212e-5,2.571281584e-5,1.555997733e-5,1.545167834e-5,1.850966146e-5,-2.758675328e-5,3.066790305e-5,2.613784272e-5,3.370872219e-5,2.903948916e-5,3.497452417e-5,2.546165524e-5
3.601562500e0,2.938303624e-5,1.998470179e-5,1.598036943e-5,8.172610251e-6,1.762569991e-5,-2.705781844e-5,3.010818546e-5,2.788145684e-5,3.058181392e-5,2.685324944e-5,3.367102545e-5,2.087360735e-5
3.605468750e0,3.079957969e-5,2.214355300e-5,1.825980871e-5,1.044163764e-5,1.708753734e-5,-2.600134030e-5,2.827060052e-5,2.676297299e-5,2.579586180e-5,2.540923379e-5,3.318395102e-5,2.046036570e-5
3.609375000e0,3.491993630e-5,2.670137837e-5,2.163269892e-5,1.427885036e-5,1.724516915e-5,-2.638564183e-5,2.656464494e-5,2.385581502e-5,2.397078788e-5,2.356629193e-5,3.244095933e-5,2.184568075e-5
3.613281250e0,3.302568075e-5,2.448322266e-5,2.079469050e-5,1.258682732e-5,1.860805423e-5,-2.773407869e-5,2.687921369e-5,2.207401667e-5,2.405901068e-5,2.191340718e-5,3.366816236e-5,2.101323844e-5
3.617187500e0,2.951458373e-5,1.935829459e-5,1.653151048e-5,8.079939107e-6,1.856329618e-5,-2.765712998e-5,2.625184061e-5,2.098287951e-5,2.097570359e-5,1.728932693e-5,3.394851956e-5,1.892478576e-5
3.621093750e0,2.665236025e-5,1.618616989e-5,1.522521779e-5,7.577029010e-6,1.793020238e-5,-2.721125747e-5,2.594900252e-5,1.869691550e-5,1.822355989e-5,1.483210508e-5,3.317107621e-5,1.618865463e-5
3.625000000e0,2.853128535e-5,2.036963997e-5,1.666162279e-5,1.389364388e-5,1.735649857e-5,-2.683634011e-5,2.349791612e-5,1.440754386e-5,1.388491546e-5,9.389095794e-6,2.947227949e-5,1.588174200e-5
3.628906250e0,2.833094914e-5,1.877543582e-5,1.516019620e-5,1.547344982e-5,1.715029975e-5,-2.592058991e-5,2.345199573e-5,1.225884898e-5,1.407955915e-5,6.210681477e-6,2.763864541e-5,1.674268606e-5
3.632812500e0,2.506532837e-5,1.564556806e-5,1.271053316e-5,1.052339576e-5,1.741891720e-5,-2.666540604e-5,2.477809903e-5,1.428359610e-5,1.717839950e-5,7.571383321e-6,2.874624261e-5,1.316148609e-5
3.636718750e0,2.267163472e-5,1.284545124e-5,1.211883318e-5,7.752306374e-6,1.721458648e-5,-2.654243326e-5,2.385448170e-5,1.296315804e-5,1.627578786e-5,2.245732048e-6,3.007965279e-5,1.177463764e-5
3.640625000e0,2.608577779e-5,1.611610969e-5,1.412276833e-5,1.133951992e-5,1.833942406e-5,-2.752249202e-5,2.432748806e-5,1.015499492e-5,1.447207433e-5,1.437483320e-6,2.914613651e-5,1.064009575e-5
3.644531250e0,2.697032869e-5,1.515724580e-5,1.273512862e-5,1.191691445e-5,1.984619848e-5,-2.912565833e-5,2.512216997e-5,6.823744570e-6,1.476036232e-5,8.297071759e-7,2.833180406e-5,1.147744297e-5
3.648437500e0,2.273191421e-5,1.149508535e-5,1.391443584e-5,6.283180483e-6,2.018678788e-5,-2.963872066e-5,2.466246951e-5,9.319397577e-6,1.236354638e-5,3.141272146e-6,2.833983672e-5,8.881489521e-6
3.652343750e0,1.753147808e-5,6.831941846e-6,1.205649733e-5,8.054773843e-7,2.020503780e-5,-2.974048948e-5,2.579613283e-5,1.293829700e-5,1.198385144e-5,7.157412711e-6,2.765492536e-5,5.861155387e-6
3.656250000e0,1.919233364e-5,1.097507720e-5,1.264155435e-5,5.011288067e-6,2.062728709e-5,-2.991935071e-5,2.907069029e-5,1.132510897e-5,1.676720603e-5,4.410163911e-6,2.708461034e-5,7.979122529e-6
3.660156250e0,1.931267252e-5,1.255448387e-5,1.058298312e-5,8.479597454e-6,1.977931788e-5,-2.860336281e-5,2.785021570e-5,1.271972269e-5,1.758749568e-5,1.102688475e-5,2.173224675e-5,9.517322724e-6
3.664062500e0,1.917251393e-5,8.929584510e-6,8.968527254e-6,6.417772966e-6,1.906312355e-5,-2.835440137e-5,2.724248043e-5,1.442161738e-5,1.636360321e-5,1.477970636e-5,2.200989184e-5,1.148355841e-5
3.667968750e0,1.252409220e-5,3.774834340e-6,5.580236575e-6,-3.837351699e-7,1.829561916e-5,-2.741436947e-5,2.706587111e-5,1.888899533e-5,1.501164297e-5,2.110970854e-5,2.127508560e-5,7.140641628e-6
3.671875000e0,1.092555522e-5,4.948577043e-6,6.322766694e-6,1.470062330e-6,1.809281457e-5,-2.723697799e-5,2.701451194e-5,2.041006519e-5,1.328759299e-5,2.301170753e-5,1.788636291e-5,5.162046364e-6
3.675781250e0,1.564067497e-5,5.946584679e-6,1.050073843e-5,4.685472049e-6,2.010671778e-5,-2.904326720e-5,2.890119322e-5,1.908722516e-5,1.662260911e-5,2.497119931e-5,1.815069118e-5,2.831782012e-6
3.679687500e0,2.260686779e-5,7.302310678e-6,1.335136494e-5,3.959263722e-6,2.189976294e-5,-3.067009311e-5,3.248975918e-5,1.805519605e-5,2.340654464e-5,2.282004971e-5,2.334368401e-5,3.393072802e-6
3.683593750e0,1.709882963e-5,4.507175618e-6,8.868311852e-6,-1.709852540e-6,2.285549635e-5,-3.198922059e-5,3.500265666e-5,1.853824870e-5,2.533689803e-5,2.146322731e-5,2.099800258e-5,1.250878370e-7
3.687500000e0,1.258347947e-5,-1.282401513e-6,6.563979241e-6,-5.010891982e-6,2.370311813e-5,-3.255721458e-5,3.713788101e-5,1.983790025e-5,2.629008304e-5,1.929160135e-5,1.881328171e-5,-3.950159680e-6
3.691406250e0,1.528482426e-5,1.126394523e-6,5.382675681e-6,-9.646170156e-7,2.264356044e-5,-3.223274325e-5,3.506892244e-5,1.828210952e-5,2.375185068e-5,1.646251803e-5,1.697723019e-5,-3.799563956e-6
3.695312500e0,1.567625259e-5,2.909464001e-6,4.633894605e-6,1.497696900e-7,2.157564268e-5,-3.057484719e-5,3.395204840e-5,1.886102837e-5,2.510034756e-5,1.835369039e-5,1.689127930e-5,-2.361178758e-6
3.699218750e0,1.083058214e-5,-3.070769026e-6,3.141301704e-6,-5.952389984e-6,2.126662730e-5,-3.019841643e-5,3.584969454e-5,2.113454866e-5,3.086424476e-5,1.880792843e-5,1.436094954e-5,-3.335202109e-6
3.703125000e0,6.510219009e-6,-7.879772056e-6,3.208212149e-7,-1.056533074e-5,2.071795643e-5,-3.018981442e-5,3.847301195e-5,2.370192851e-5,3.456527338e-5,2.068272079e-5,1.379963032e-5,-6.835826298e-6
3.707031250e0,8.530366358e-6,-3.488631137e-6,2.035149691e-6,-6.780800504e-6,2.140350807e-5,-3.079678936e-5,3.911123349e-5,2.311985736e-5,3.716830179e-5,2.178701106e-5,1.175886428e-5,-3.847145763e-6
3.710937500e0,8.549733138e-6,-2.918988230e-6,3.335129804e-6,-3.338718216e-6,2.240126196e-5,-3.114938590e-5,3.880397708e-5,2.155699440e-5,3.699834633e-5,2.288065843e-5,1.164102196e-5,-3.465593181e-6
3.714843750e0,9.968033737e-6,-1.549369358e-6,3.183766466e-6,-5.844005045e-6,2.234428393e-5,-3.197306069e-5,4.008163523e-5,2.512285391e-5,3.806515087e-5,2.736718852e-5,1.419983255e-5,-2.129258974e-6
3.718750000e0,6.915814538e-6,-5.662378044e-6,1.218108423e-6,-9.677187336e-6,2.234104977e-5,-3.184709567e-5,4.020953565e-5,2.748674888e-5,3.622537406e-5,2.504407348e-5,1.377174613e-5,-5.533568128e-6
3.722656250e0,1.211423478e-5,-2.517875146e-6,4.579889719e-6,-5.134801086e-6,2.246099029e-5,-3.162033317e-5,3.966999429e-5,2.561979636e-5,3.365193697e-5,2.256722655e-5,1.542823338e-5,-4.261556114e-6
3.726562500e0,1.656694985e-5,1.627913889e-6,6.858104825e-6,2.476926113e-7,2.299930929e-5,-3.229901631e-5,3.864392784e-5,1.894045636e-5,3.253726391e-5,1.685607822e-5,1.555156268e-5,-3.696863473e-7
3.730468750e0,1.123287984e-5,-1.198129098e-6,7.262356121e-6,-1.861904821e-6,2.486217818e-5,-3.415288302e-5,3.947395817e-5,1.675312524e-5,3.321635086e-5,1.709970456e-5,1.557865471e-5,-1.915056373e-6
3.734375000e0,6.423694231e-6,-5.976797638e-6,5.126654742e-6,-6.623969512e-6,2.418958138e-5,-3.336321970e-5,3.785910667e-5,1.977361171e-5,2.878239502e-5,1.729755604e-5,1.411112953e-5,-7.365272722e-6
3.738281250e0,6.842380117e-6,-3.069012109e-6,6.398568075e-6,-3.302529194e-6,2.304778718e-5,-3.224298780e-5,3.461877714e-5,1.965925367e-5,2.234111707e-5,1.396072821e-5,1.297468043e-5,-5.223949756e-6
3.742187500e0,1.138949028e-5,4.348026437e-7,9.048952052e-6,2.872621053e-6,2.271749145e-5,-3.165688759e-5,3.283583283e-5,1.859731674e-5,2.132627014e-5,1.585080645e-5,1.056918336e-5,-3.167547675e-6
3.746093750e0,1.195103960e-5,7.274688585e-8,1.009438711e-5,8.026275111e-8,2.311135358e-5,-3.243068204e-5,3.250125155e-5,2.014043093e-5,2.226829929e-5,2.021550426e-5,1.301336215e-5,-3.935238965e-6
3.750000000e0,6.719853445e-6,-4.236511359e-6,4.477726634e-6,-6.022974048e-6,2.263046554e-5,-3.181163629e-5,3.155273225e-5,2.288238647e-5,2.106539978e-5,2.058456994e-5,1.417704243e-5,-5.264386800e-6
3.753906250e0,5.115832209e-6,-5.132459592e-6,2.298166692e-6,-5.645388228e-6,2.173126813e-5,-3.084086711e-5,3.180050771e-5,2.436591240e-5,2.192549437e-5,2.173419671e-5,1.344168777e-5,-5.544453415e-6
3.757812500e0,1.025992788e-5,5.916670034e-7,6.923177807e-6,3.752241810e-6,1.883755976e-5,-2.792050873e-5,3.051541353e-5,2.423071055e-5,2.188926555e-5,2.394657349e-5,1.045451609e-5,-8.092536063e-7
3.761718750e0,1.121218611e-5,2.868719093e-6,6.653440323e-6,8.545173841e-6,1.685692951e-5,-2.584981303e-5,2.966570355e-5,2.349438910e-5,2.271936137e-5,2.596082413e-5,6.663379281e-6,4.422425718e-6
3.765625000e0,9.336139556e-6,-3.889093421e-7,4.089768936e-6,2.567686579e-6,1.720890577e-5,-2.666651380e-5,2.924397631e-5,2.481265619e-5,2.176191629e-5,2.487656457e-5,6.730444511e-6,1.353588459e-6
3.769531250e0,6.675091754e-6,-3.249910151e-6,3.999408364e-6,-8.518184700e-7,1.700908433e-5,-2.653919728e-5,2.963427141e-5,2.733013207e-5,2.045221117e-5,2.665558713e-5,7.863429346e-6,-3.604262986e-7
3.773437500e0,7.246330370e-6,-1.883088430e-6,7.902676771e-6,2.634759539e-6,1.859439180e-5,-2.781330477e-5,3.165005546e-5,2.484094512e-5,2.307516479e-5,2.304276313e-5,9.281111488e-6,-1.348412525e-6
3.777343750e0,1.198041173e-5,4.056897069e-6,1.200721817e-5,7.668315448e-6,1.859208351e-5,-2.802917879e-5,2.857538311e-5,1.987890573e-5,1.815677388e-5,1.612181950e-5,1.317155602e-5,1.355442578e-6
3.781250000e0,1.453117602e-5,5.569463156e-6,1.184307985e-5,6.417023087e-6,1.851315756e-5,-2.769687671e-5,2.758541450e-5,1.857532516e-5,1.759957559e-5,1.069137852e-5,1.803720079e-5,4.158607680e-6
3.785156250e0,1.288243857e-5,2.301455424e-6,7.419648227e-6,2.970992909e-6,1.720337241e-5,-2.662085353e-5,2.756315553e-5,2.012526420e-5,1.693929335e-5,1.235553464e-5,1.750575211e-5,5.766729828e-6
3.789062500e0,1.059729493e-5,4.407336291e-6,9.718866750e-6,7.721205293e-6,1.656436143e-5,-2.556468644e-5,2.565951036e-5,1.781456922e-5,1.327317386e-5,9.160226000e-6,1.497192443e-5,8.495155271e-6
3.792968750e0,1.786615940e-5,1.296164100e-5,1.486966812e-5,1.440872802e-5,1.733905810e-5,-2.646890061e-5,2.521370880e-5,1.422140213e-5,1.284746759e-5,5.486319424e-6,1.877432987e-5,1.429800795e-5
3.796875000e0,2.409311492e-5,1.776064892e-5,1.624811921e-5,1.386445911e-5,1.789833550e-5,-2.694313116e-5,2.644590677e-5,1.424314451e-5,1.349748345e-5,6.116821169e-6,2.121927355e-5,1.843063546e-5
3.800781250e0,1.731369412e-5,1.199069902e-5,9.494318874e-6,7.797455510e-6,1.548591536e-5,-2.507203135e-5,2.432186739e-5,1.703493217e-5,1.166040965e-5,8.061064364e-6,1.951185368e-5,1.831004920e-5
3.804687500e0,1.737297680e-5,1.303198496e-5,7.900184755e-6,8.919690117e-6,1.479042476e-5,-2.398860124e-5,2.436542309e-5,1.799076199e-5,1.216672263e-5,7.082822322e-6,1.955815787e-5,1.766613241e-5
3.808593750e0,2.070758273e-5,1.452787819e-5,1.320838328e-5,1.324195273e-5,1.479741150e-5,-2.368241439e-5,2.348521048e-5,1.462122782e-5,1.083281768e-5,3.556154979e-6,2.028363633e-5,1.547214197e-5
3.812500000e0,1.621888259e-5,1.213493033e-5,1.203567717e-5,9.181084351e-6,1.608673301e-5,-2.482110358e-5,2.539524939e-5,1.605917168e-5,1.336142395e-5,3.324526688e-6,1.836194497e-5,1.397895176e-5
3.816406250e0,1.064058779e-5,6.535905868e-6,7.006961823e-6,4.044748493e-6,1.470240295e-5,-2.399928962e-5,2.381429113e-5,2.091259375e-5,1.167064784e-5,8.524478289e-6,1.707082629e-5,1.504726515e-5
3.820312500e0,9.329050954e-6,4.747500498e-6,6.262094303e-6,3.003583515e-6,1.415833412e-5,-2.326873255e-5,2.514885819e-5,2.440533171e-5,1.398835593e-5,1.339774099e-5,1.574446105e-5,1.346271802e-5
3.824218750e0,9.892583876e-6,8.872368198e-6,8.309406439e-6,8.980370694e-6,1.435013928e-5,-2.357223457e-5,2.322211003e-5,2.001924804e-5,1.161040473e-5,8.665270798e-6,1.239916764e-5,1.296285336e-5
3.828125000e0,1.616258305e-5,1.428184896e-5,1.270293342e-5,1.036732920e-5,1.733313184e-5,-2.588945063e-5,2.448920895e-5,1.864603837e-5,1.490756949e-5,1.311052165e-5,1.658690962e-5,1.555614836e-5
3.832031250e0,1.715594226e-5,1.177024751e-5,1.229271675e-5,5.958987913e-6,1.825593426e-5,-2.734566806e-5,2.832165228e-5,1.950756086e-5,2.007965486e-5,1.304913985e-5,1.964819239e-5,1.587586848e-5
3.835937500e0,1.862940189e-5,1.159132808e-5,1.093210903e-5,4.661127605e-6,1.750591400e-5,-2.640670027e-5,2.793732529e-5,2.275313636e-5,2.081907405e-5,1.739706931e-5,2.293559010e-5,1.671589234e-5
3.839843750e0,2.289320219e-5,1.645851262e-5,1.085420899e-5,8.584041097e-6,1.782344043e-5,-2.708546890e-5,2.999761819e-5,2.230555765e-5,2.424540071e-5,1.874242116e-5,2.044204302e-5,1.780729690e-5
